transcript,KO
Transcript_11175.p1,K02183
Transcript_11176.p1,K03942
Transcript_11177.p2,K12412
Transcript_11178.p1,
Transcript_11179.p1,
Transcript_1118.p1,K09592
Transcript_11180.p1,
Transcript_11181.p2,
Transcript_11182.p2,
Transcript_11183.p2,
Transcript_11184.p1,
Transcript_11185.p2,
Transcript_11186.p1,K20967
Transcript_11187.p2,
Transcript_11188.p1,K02016
Transcript_11189.p1,
Transcript_1119.p2,
Transcript_11191.p1,
Transcript_11192.p2,
Transcript_11193.p1,
Transcript_11194.p1,
Transcript_11195.p1,
Transcript_11196.p2,
Transcript_11197.p1,
Transcript_112.p1,
Transcript_1120.p1,K17988
Transcript_11200.p1,K19922
Transcript_11201.p2,
Transcript_11202.p3,
Transcript_11203.p1,K15272
Transcript_11204.p1,
Transcript_11205.p1,K20854
Transcript_11207.p2,
Transcript_11208.p1,K02510
Transcript_11209.p2,K13348
Transcript_1121.p1,
Transcript_11210.p1,
Transcript_11211.p1,
Transcript_11212.p2,K02936
Transcript_11215.p6,
Transcript_11216.p3,
Transcript_11217.p2,K07941
Transcript_11218.p1,
Transcript_11219.p1,K12130
Transcript_11220.p1,
Transcript_11221.p3,K00951
Transcript_11223.p2,
Transcript_11224.p1,K00784
Transcript_11225.p2,
Transcript_11227.p1,
Transcript_11228.p1,
Transcript_1123.p3,
Transcript_11230.p1,
Transcript_11231.p1,
Transcript_11236.p1,
Transcript_11237.p2,
Transcript_11238.p2,
Transcript_1124.p1,
Transcript_11240.p1,
Transcript_11241.p2,
Transcript_11242.p1,K09131
Transcript_11243.p2,
Transcript_11244.p1,
Transcript_11245.p1,
Transcript_11246.p1,K00059
Transcript_11247.p3,
Transcript_11248.p1,
Transcript_11249.p4,K00384
Transcript_1125.p4,
Transcript_11250.p1,K09584
Transcript_11251.p2,K09584
Transcript_11252.p2,K09580
Transcript_11253.p2,K09584
Transcript_11254.p2,
Transcript_11255.p2,
Transcript_11257.p1,
Transcript_11258.p1,K01633
Transcript_11259.p1,
Transcript_1126.p4,K00681
Transcript_11260.p1,
Transcript_11261.p1,K13094
Transcript_11262.p4,
Transcript_11263.p1,
Transcript_11264.p2,
Transcript_11266.p1,
Transcript_11269.p1,K11253
Transcript_11270.p1,K11251
Transcript_11271.p3,K01069
Transcript_11272.p1,K04957
Transcript_11273.p1,
Transcript_11275.p2,
Transcript_11276.p1,K20535
Transcript_11277.p1,K01137
Transcript_11278.p2,
Transcript_11279.p1,K14607
Transcript_11280.p1,
Transcript_11281.p2,
Transcript_11282.p1,
Transcript_11284.p7,
Transcript_11285.p1,K18726
Transcript_11286.p1,
Transcript_11287.p1,
Transcript_11288.p2,
Transcript_11289.p2,K03273
Transcript_11290.p1,
Transcript_11291.p2,
Transcript_11292.p4,
Transcript_11293.p2,K03654
Transcript_11294.p2,K03702
Transcript_11295.p1,
Transcript_11296.p2,
Transcript_11297.p1,
Transcript_11298.p2,K01025
Transcript_11299.p1,
Transcript_113.p1,
Transcript_1130.p1,
Transcript_11300.p4,K08994
Transcript_11301.p2,
Transcript_11302.p1,K11426
Transcript_11303.p1,K07951
Transcript_11304.p3,
Transcript_11305.p1,K11451
Transcript_11306.p1,K10848
Transcript_11307.p1,
Transcript_11308.p1,
Transcript_11309.p1,
Transcript_11310.p1,
Transcript_11311.p2,K04959
Transcript_11312.p1,
Transcript_11313.p1,
Transcript_11314.p2,K02604
Transcript_11315.p4,
Transcript_11317.p2,
Transcript_11318.p1,
Transcript_11319.p1,
Transcript_1132.p2,
Transcript_11320.p2,
Transcript_11321.p3,
Transcript_11322.p2,
Transcript_11323.p1,K13126
Transcript_11324.p1,K08681
Transcript_11325.p3,
Transcript_11326.p3,
Transcript_11327.p5,K11422
Transcript_11328.p1,
Transcript_11329.p3,
Transcript_1133.p2,
Transcript_11330.p1,K17584
Transcript_11331.p1,
Transcript_11332.p2,
Transcript_11333.p1,
Transcript_11334.p1,
Transcript_11335.p2,
Transcript_11336.p2,K01873
Transcript_11337.p1,
Transcript_11338.p1,
Transcript_1134.p1,
Transcript_11340.p2,
Transcript_11341.p1,
Transcript_11342.p1,K08869
Transcript_11343.p1,
Transcript_11344.p1,
Transcript_11345.p1,
Transcript_11346.p2,
Transcript_11347.p4,
Transcript_11348.p1,
Transcript_11349.p2,
Transcript_1135.p3,
Transcript_11350.p1,K00012
Transcript_11351.p4,K02692
Transcript_11352.p1,
Transcript_11353.p3,
Transcript_11354.p1,K00942
Transcript_11355.p1,
Transcript_11356.p1,
Transcript_11357.p1,
Transcript_11358.p4,
Transcript_11359.p2,K10417
Transcript_1136.p1,K11000
Transcript_11360.p2,K12376
Transcript_11361.p1,
Transcript_11362.p1,
Transcript_11363.p1,
Transcript_11364.p1,K02639
Transcript_11365.p2,K04523
Transcript_11366.p2,K16780
Transcript_11367.p4,
Transcript_11368.p4,K12386
Transcript_11369.p1,
Transcript_1137.p1,
Transcript_11370.p1,
Transcript_11371.p1,K11594
Transcript_11372.p1,
Transcript_11373.p1,K14006
Transcript_11374.p1,
Transcript_11375.p2,
Transcript_11376.p1,
Transcript_11377.p3,
Transcript_11378.p2,
Transcript_11379.p1,K04565
Transcript_1138.p1,
Transcript_11380.p1,K04565
Transcript_11381.p1,
Transcript_11382.p2,
Transcript_11383.p1,
Transcript_11384.p1,
Transcript_11385.p1,
Transcript_11386.p1,
Transcript_11387.p1,
Transcript_11388.p1,
Transcript_11389.p3,
Transcript_1139.p1,K11844
Transcript_11390.p1,K05869
Transcript_11391.p1,K17499
Transcript_11392.p2,
Transcript_11394.p2,
Transcript_11395.p1,K04977
Transcript_11396.p1,
Transcript_11397.p3,
Transcript_11398.p1,K08856
Transcript_11399.p1,
Transcript_114.p1,
Transcript_11400.p1,K09503
Transcript_11401.p1,
Transcript_11402.p2,K01194
Transcript_11403.p2,K12042
Transcript_11404.p2,K06916
Transcript_11405.p1,
Transcript_11406.p3,
Transcript_11407.p1,
Transcript_11408.p1,
Transcript_11409.p1,K10885
Transcript_1141.p2,
Transcript_11410.p5,
Transcript_11411.p1,
Transcript_11412.p1,
Transcript_11413.p1,
Transcript_11414.p3,
Transcript_11415.p1,K15263
Transcript_11416.p1,K02638
Transcript_11417.p1,
Transcript_11418.p2,
Transcript_11419.p1,K15032
Transcript_1142.p1,
Transcript_11420.p1,
Transcript_11421.p1,
Transcript_11422.p1,
Transcript_11423.p1,
Transcript_11424.p1,K08342
Transcript_11425.p1,
Transcript_11426.p1,
Transcript_11427.p2,
Transcript_11428.p2,K02183
Transcript_11429.p1,
Transcript_1143.p1,
Transcript_11430.p3,
Transcript_11431.p1,
Transcript_11432.p2,
Transcript_11433.p1,K05305
Transcript_11434.p2,
Transcript_11435.p1,
Transcript_11436.p2,
Transcript_11437.p1,
Transcript_11438.p1,
Transcript_1144.p1,K10408
Transcript_11440.p2,K19073
Transcript_11441.p1,K07964
Transcript_11442.p1,
Transcript_11443.p2,K05970
Transcript_11444.p1,
Transcript_11445.p1,
Transcript_11446.p1,
Transcript_11447.p2,
Transcript_11448.p1,
Transcript_11449.p1,K01345
Transcript_1145.p1,
Transcript_11450.p2,
Transcript_11451.p1,K01733
Transcript_11452.p1,
Transcript_11453.p2,
Transcript_11454.p2,
Transcript_11455.p1,K08331
Transcript_11456.p1,
Transcript_11457.p1,
Transcript_11458.p1,
Transcript_11459.p1,
Transcript_11460.p1,
Transcript_11461.p1,K07198
Transcript_11462.p3,K08794
Transcript_11463.p1,K08821
Transcript_11464.p2,K04739
Transcript_11465.p1,
Transcript_11466.p1,K08794
Transcript_11467.p1,
Transcript_11468.p2,
Transcript_11469.p1,K05658
Transcript_1147.p1,
Transcript_11470.p1,K20784
Transcript_11471.p1,K05658
Transcript_11472.p1,
Transcript_11474.p2,K14006
Transcript_11475.p3,
Transcript_11476.p2,
Transcript_11477.p1,K02916
Transcript_11479.p2,K20603
Transcript_1148.p1,
Transcript_11480.p1,
Transcript_11481.p1,K03978
Transcript_11482.p1,
Transcript_11483.p3,
Transcript_11484.p1,
Transcript_11485.p2,K01529
Transcript_11486.p2,K04042
Transcript_11487.p1,
Transcript_11488.p2,
Transcript_11489.p1,
Transcript_1149.p2,
Transcript_11490.p2,
Transcript_11491.p1,K03189
Transcript_11492.p1,K12829
Transcript_11493.p1,
Transcript_11494.p6,
Transcript_11495.p1,
Transcript_11496.p1,
Transcript_11497.p1,
Transcript_11498.p1,K20826
Transcript_1150.p1,
Transcript_11500.p1,
Transcript_11501.p5,
Transcript_11502.p2,
Transcript_11503.p1,
Transcript_11504.p1,
Transcript_11506.p1,
Transcript_11507.p1,
Transcript_11508.p1,
Transcript_11509.p1,
Transcript_1151.p1,
Transcript_11510.p3,
Transcript_11513.p1,
Transcript_11515.p1,
Transcript_11516.p1,
Transcript_11517.p4,
Transcript_11518.p1,
Transcript_11519.p2,
Transcript_1152.p1,
Transcript_11521.p2,K02866
Transcript_11523.p2,
Transcript_11525.p1,
Transcript_11528.p1,
Transcript_11529.p2,
Transcript_1153.p1,
Transcript_11530.p1,K15163
Transcript_11531.p1,
Transcript_11534.p2,
Transcript_11535.p1,K13026
Transcript_11536.p2,
Transcript_11538.p1,
Transcript_11539.p1,K08794
Transcript_1154.p1,
Transcript_11540.p1,
Transcript_11541.p3,
Transcript_11543.p3,K10408
Transcript_11545.p1,K10356
Transcript_11546.p2,
Transcript_1155.p1,K00627
Transcript_11550.p2,
Transcript_11551.p3,
Transcript_11552.p2,
Transcript_11553.p1,
Transcript_11554.p1,
Transcript_11556.p1,
Transcript_11558.p2,
Transcript_1156.p1,
Transcript_11561.p3,
Transcript_11564.p4,
Transcript_11565.p2,
Transcript_11566.p1,
Transcript_11567.p1,
Transcript_11568.p2,
Transcript_11569.p4,
Transcript_1157.p1,
Transcript_11570.p3,
Transcript_11571.p1,
Transcript_11572.p4,
Transcript_11573.p1,
Transcript_11574.p6,
Transcript_11575.p1,
Transcript_11577.p3,
Transcript_11578.p1,
Transcript_1158.p2,K00798
Transcript_11580.p2,
Transcript_11582.p3,
Transcript_11583.p2,
Transcript_11585.p2,K06617
Transcript_11586.p2,
Transcript_11587.p1,
Transcript_11588.p2,
Transcript_11589.p3,K16772
Transcript_1159.p1,
Transcript_11590.p1,K15264
Transcript_11591.p1,
Transcript_11592.p1,
Transcript_11594.p1,K01653
Transcript_11595.p2,K02958
Transcript_11596.p3,K01408
Transcript_11597.p1,
Transcript_11598.p1,
Transcript_1160.p2,
Transcript_11600.p1,
Transcript_11602.p1,
Transcript_11603.p1,
Transcript_11604.p1,
Transcript_11605.p2,
Transcript_11607.p1,
Transcript_11609.p2,
Transcript_1161.p1,
Transcript_11610.p1,
Transcript_11611.p3,
Transcript_11614.p1,
Transcript_11615.p1,K22761
Transcript_11616.p2,
Transcript_11618.p4,K13024
Transcript_11619.p1,
Transcript_1162.p1,
Transcript_11621.p3,
Transcript_11622.p1,
Transcript_11624.p2,
Transcript_11626.p2,
Transcript_11630.p1,
Transcript_11631.p4,
Transcript_11632.p1,
Transcript_11633.p3,
Transcript_11634.p1,
Transcript_11635.p1,
Transcript_11636.p4,
Transcript_11637.p1,
Transcript_11638.p1,
Transcript_11639.p1,
Transcript_11640.p3,
Transcript_11643.p2,
Transcript_11644.p1,
Transcript_11645.p1,K09667
Transcript_11646.p3,
Transcript_11648.p1,K19947
Transcript_11649.p3,
Transcript_1165.p3,
Transcript_11650.p1,
Transcript_11652.p4,
Transcript_11653.p1,K02896
Transcript_11654.p3,K10406
Transcript_11658.p2,
Transcript_11659.p2,K08824
Transcript_1166.p1,
Transcript_11660.p2,K10395
Transcript_11661.p2,
Transcript_11662.p1,
Transcript_11663.p1,
Transcript_11665.p1,
Transcript_11666.p3,
Transcript_11668.p1,K07376
Transcript_11669.p1,
Transcript_1167.p5,
Transcript_11671.p4,
Transcript_11673.p2,
Transcript_11674.p1,
Transcript_11675.p1,
Transcript_11676.p1,
Transcript_11677.p4,
Transcript_11678.p1,
Transcript_11679.p2,
Transcript_1168.p1,K19944
Transcript_11682.p2,
Transcript_11683.p1,
Transcript_11684.p1,
Transcript_11685.p1,
Transcript_11686.p1,
Transcript_11688.p1,
Transcript_11689.p1,
Transcript_1169.p3,
Transcript_11690.p1,K01192
Transcript_11691.p1,
Transcript_11693.p4,
Transcript_11694.p1,K08716
Transcript_11695.p1,
Transcript_11696.p2,
Transcript_11697.p3,
Transcript_11699.p2,K04646
Transcript_117.p1,
Transcript_1170.p1,K14442
Transcript_11700.p1,
Transcript_11702.p5,
Transcript_11703.p1,
Transcript_11704.p2,
Transcript_11705.p2,K11136
Transcript_11707.p1,
Transcript_11708.p1,
Transcript_11709.p1,
Transcript_1171.p1,K13412
Transcript_11710.p2,K15685
Transcript_11712.p2,K01190
Transcript_11713.p2,
Transcript_11715.p2,
Transcript_11716.p4,
Transcript_11717.p1,
Transcript_11718.p2,K23286
Transcript_11719.p1,
Transcript_1172.p2,
Transcript_11720.p2,
Transcript_11721.p1,
Transcript_11722.p1,K13988
Transcript_11723.p1,
Transcript_11724.p3,
Transcript_11726.p3,
Transcript_11727.p2,
Transcript_11728.p2,K14292
Transcript_11729.p1,
Transcript_1173.p1,K08098
Transcript_11730.p2,
Transcript_11731.p1,
Transcript_11735.p2,
Transcript_11738.p1,
Transcript_1174.p2,K01110
Transcript_11740.p2,K16540
Transcript_11741.p1,
Transcript_11742.p2,
Transcript_11743.p2,
Transcript_11744.p2,
Transcript_11745.p3,K10357
Transcript_11746.p2,
Transcript_11747.p1,
Transcript_11748.p1,
Transcript_1175.p1,K01110
Transcript_11750.p2,
Transcript_11751.p1,
Transcript_11752.p2,
Transcript_11753.p3,
Transcript_11754.p1,
Transcript_11755.p1,
Transcript_11756.p1,K19307
Transcript_11757.p1,
Transcript_11758.p1,
Transcript_11759.p1,
Transcript_1176.p3,K01110
Transcript_11760.p1,
Transcript_11761.p2,K03707
Transcript_11762.p1,
Transcript_11763.p1,
Transcript_11764.p1,
Transcript_11766.p3,
Transcript_11768.p1,K03000
Transcript_11769.p1,K06072
Transcript_11771.p1,K16545
Transcript_11772.p1,
Transcript_11773.p4,
Transcript_11774.p3,
Transcript_11776.p1,
Transcript_11777.p1,
Transcript_11778.p1,
Transcript_11779.p1,K15026
Transcript_1178.p1,K01110
Transcript_11780.p1,
Transcript_11781.p1,
Transcript_11782.p3,
Transcript_11784.p2,K14400
Transcript_11785.p1,K13856
Transcript_11787.p1,
Transcript_11788.p1,
Transcript_11789.p1,K10950
Transcript_1179.p1,
Transcript_11790.p1,
Transcript_11791.p3,
Transcript_11792.p1,
Transcript_11793.p1,
Transcript_11795.p2,K01265
Transcript_11796.p2,
Transcript_11797.p3,
Transcript_11798.p3,
Transcript_118.p2,
Transcript_1180.p2,
Transcript_11800.p2,
Transcript_11801.p1,
Transcript_11802.p1,
Transcript_11803.p3,
Transcript_11804.p2,
Transcript_11805.p2,K03438
Transcript_11806.p2,
Transcript_1181.p2,
Transcript_11811.p1,
Transcript_11812.p3,
Transcript_11813.p1,
Transcript_11814.p3,
Transcript_11815.p1,
Transcript_11816.p1,
Transcript_11817.p2,
Transcript_11818.p2,
Transcript_11819.p3,
Transcript_1182.p1,
Transcript_11820.p1,
Transcript_11821.p1,K06941
Transcript_11822.p2,
Transcript_11824.p1,
Transcript_11826.p1,
Transcript_11827.p1,
Transcript_11828.p1,
Transcript_11829.p1,
Transcript_1183.p4,
Transcript_11830.p3,K16289
Transcript_11831.p3,
Transcript_11832.p1,
Transcript_11834.p2,K20238
Transcript_11835.p1,K11975
Transcript_11836.p1,
Transcript_11837.p2,
Transcript_11838.p1,
Transcript_11839.p2,
Transcript_1184.p3,
Transcript_11840.p2,
Transcript_11841.p1,K04739
Transcript_11842.p1,
Transcript_11843.p1,
Transcript_11844.p1,
Transcript_11845.p1,
Transcript_11846.p2,
Transcript_11847.p1,K16482
Transcript_11848.p1,K23424
Transcript_11849.p2,K12559
Transcript_1185.p1,
Transcript_11850.p2,
Transcript_11851.p2,
Transcript_11852.p1,
Transcript_11853.p3,
Transcript_11854.p1,K06252
Transcript_11855.p1,
Transcript_11856.p3,
Transcript_11857.p2,
Transcript_11858.p1,
Transcript_1186.p2,
Transcript_11860.p2,
Transcript_11861.p1,
Transcript_11862.p1,
Transcript_11863.p1,K01137
Transcript_11864.p2,
Transcript_11865.p1,K09495
Transcript_11866.p1,
Transcript_11867.p4,
Transcript_11868.p1,
Transcript_11869.p1,
Transcript_1187.p1,
Transcript_11870.p1,K10380
Transcript_11871.p1,
Transcript_11872.p2,
Transcript_11873.p2,
Transcript_11874.p1,
Transcript_11875.p1,
Transcript_11876.p1,
Transcript_11877.p4,
Transcript_11878.p2,K22210
Transcript_11879.p1,K00472
Transcript_11880.p1,
Transcript_11881.p1,
Transcript_11882.p2,
Transcript_11883.p3,
Transcript_11884.p3,
Transcript_11885.p2,
Transcript_11886.p2,
Transcript_11887.p2,
Transcript_11888.p1,
Transcript_11889.p1,
Transcript_1189.p1,
Transcript_11890.p3,
Transcript_11891.p1,
Transcript_11892.p4,K12191
Transcript_11893.p2,
Transcript_11894.p1,
Transcript_11895.p1,K12301
Transcript_11896.p1,
Transcript_11897.p1,
Transcript_11898.p1,
Transcript_11899.p3,K15255
Transcript_119.p1,K15272
Transcript_1190.p1,K14403
Transcript_11901.p1,
Transcript_11902.p1,
Transcript_11903.p1,
Transcript_11904.p1,
Transcript_11905.p1,
Transcript_11906.p1,
Transcript_11907.p1,
Transcript_11908.p4,
Transcript_11909.p1,
Transcript_1191.p4,
Transcript_11910.p1,
Transcript_11912.p1,
Transcript_11913.p1,K00939
Transcript_11914.p2,
Transcript_11915.p1,K18441
Transcript_11916.p1,K11968
Transcript_11917.p1,K11968
Transcript_11918.p2,
Transcript_11919.p1,
Transcript_1192.p1,K07359
Transcript_11920.p1,K01377
Transcript_11921.p1,
Transcript_11922.p3,
Transcript_11923.p1,K01128
Transcript_11924.p1,K12882
Transcript_11925.p1,
Transcript_11926.p1,
Transcript_11927.p1,
Transcript_11928.p5,
Transcript_11929.p1,
Transcript_1193.p1,
Transcript_11930.p1,K01534
Transcript_11931.p3,
Transcript_11932.p1,
Transcript_11933.p2,K14724
Transcript_11934.p1,
Transcript_11935.p1,K14724
Transcript_11936.p1,
Transcript_11937.p1,
Transcript_11938.p3,
Transcript_11939.p2,
Transcript_1194.p1,
Transcript_11940.p1,K03262
Transcript_11941.p1,
Transcript_11942.p1,
Transcript_11943.p2,K02885
Transcript_11944.p1,
Transcript_11945.p1,
Transcript_11946.p1,
Transcript_11947.p1,
Transcript_11948.p2,K08867
Transcript_11949.p1,K13201
Transcript_1195.p1,K14833
Transcript_11950.p3,
Transcript_11951.p1,K00993
Transcript_11952.p3,
Transcript_11953.p3,
Transcript_11954.p1,K14824
Transcript_11955.p1,K22378
Transcript_11956.p1,
Transcript_11957.p2,
Transcript_11958.p2,K13950
Transcript_11959.p1,K06620
Transcript_1196.p1,K14833
Transcript_11960.p1,
Transcript_11961.p1,
Transcript_11962.p1,
Transcript_11963.p1,
Transcript_11964.p1,
Transcript_11966.p1,
Transcript_11967.p1,K14850
Transcript_11968.p2,K17584
Transcript_11969.p1,
Transcript_1197.p1,K15372
Transcript_11970.p1,
Transcript_11971.p1,K17584
Transcript_11972.p2,
Transcript_11973.p1,
Transcript_11974.p1,
Transcript_11975.p1,K07953
Transcript_11976.p1,K22182
Transcript_11977.p1,K22182
Transcript_11978.p1,K22182
Transcript_11979.p1,
Transcript_11980.p1,
Transcript_11981.p1,
Transcript_11982.p1,
Transcript_11983.p1,
Transcript_11984.p1,
Transcript_11985.p4,
Transcript_11986.p1,
Transcript_11987.p3,
Transcript_11988.p3,
Transcript_11989.p1,
Transcript_11990.p1,
Transcript_11991.p1,K14209
Transcript_11993.p1,
Transcript_11994.p1,
Transcript_11995.p1,K07305
Transcript_11996.p1,
Transcript_11997.p1,K05863
Transcript_11998.p1,
Transcript_11999.p7,
Transcript_12.p1,K19055
Transcript_120.p1,K00472
Transcript_12000.p1,K10591
Transcript_12001.p2,
Transcript_12002.p1,
Transcript_12003.p1,
Transcript_12004.p1,K00627
Transcript_12005.p1,
Transcript_12006.p1,
Transcript_12007.p3,
Transcript_12008.p1,K10443
Transcript_12009.p6,
Transcript_12010.p1,
Transcript_12011.p2,
Transcript_12012.p1,K12483
Transcript_12013.p1,
Transcript_12014.p1,
Transcript_12015.p3,
Transcript_12016.p1,
Transcript_12017.p3,
Transcript_12018.p1,
Transcript_12019.p1,
Transcript_1202.p1,
Transcript_12020.p1,K11583
Transcript_12021.p1,K17783
Transcript_12022.p1,K00428
Transcript_12023.p2,
Transcript_12024.p1,
Transcript_12025.p2,
Transcript_12026.p1,
Transcript_12027.p1,
Transcript_12028.p3,
Transcript_12029.p1,
Transcript_1203.p2,
Transcript_12032.p2,K02963
Transcript_12033.p1,
Transcript_12034.p1,
Transcript_12035.p2,K01778
