,seqid,Dbxref,Name,Note
46895,Transcript_10717,"""Pfam:PF01593.20""",Amino_oxidase,Flavin containing amine oxidoreductase
46896,Transcript_10718,"""Pfam:PF03104.15""",DNA_pol_B_exo1,"DNA polymerase family B, exonuclease domain"
46901,Transcript_10724,"""Pfam:PF08234.8""",Spindle_Spc25,Chromosome segregation protein Spc25
46902,Transcript_10726,"""Pfam:PF00656.18""",Peptidase_C14,Caspase domain
46903,Transcript_10727,"""Pfam:PF00656.18""",Peptidase_C14,Caspase domain
46904,Transcript_10731,"""Pfam:PF00491.17""",Arginase,Arginase family
46905,Transcript_10732,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
46907,Transcript_10733,"""Pfam:PF01341.13""",Glyco_hydro_6,Glycosyl hydrolases family 6
46910,Transcript_10734,"""Pfam:PF01846.15""",FF,FF domain
46913,Transcript_10735,"""Pfam:PF00444.14""",Ribosomal_L36,Ribosomal protein L36
46915,Transcript_10739,"""Pfam:PF12695.3""",Abhydrolase_5,Alpha/beta hydrolase family
46921,Transcript_10740,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
46923,Transcript_10741,"""Pfam:PF00957.17""",Synaptobrevin,Synaptobrevin
46924,Transcript_10742,"""Pfam:PF00957.17""",Synaptobrevin,Synaptobrevin
46927,Transcript_10743,"""Pfam:PF00957.17""",Synaptobrevin,Synaptobrevin
46935,Transcript_10747,"""Pfam:PF09996.5""",DUF2237,Uncharacterized protein conserved in bacteria (DUF2237)
46936,Transcript_10750,"""Pfam:PF13802.2""",Gal_mutarotas_2,Galactose mutarotase-like
46937,Transcript_10759,"""Pfam:PF06645.9""",SPC12,Microsomal signal peptidase 12 kDa subunit (SPC12)
46938,Transcript_10768,"""Pfam:PF04084.10""",ORC2,Origin recognition complex subunit 2
46940,Transcript_10781,"""Pfam:PF16669.1""",TTC5_OB,Tetratricopeptide repeat protein 5 OB fold domain
46950,Transcript_10782,"""Pfam:PF00216.17""",Bac_DNA_binding,Bacterial DNA-binding protein
46953,Transcript_10783,"""Pfam:PF08016.8""",PKD_channel,Polycystin cation channel
46954,Transcript_10784,"""Pfam:PF08016.8""",PKD_channel,Polycystin cation channel
46956,Transcript_10787,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
46957,Transcript_10788,"""Pfam:PF01591.14""",6PF2K,6-phosphofructo-2-kinase
46962,Transcript_10790,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
46963,Transcript_10792,"""Pfam:PF03372.19""",Exo_endo_phos,Endonuclease/Exonuclease/phosphatase family
46964,Transcript_10794,"""Pfam:PF13472.2""",Lipase_GDSL_2,GDSL-like Lipase/Acylhydrolase family
46968,Transcript_10795,"""Pfam:PF00595.20""",PDZ,PDZ domain (Also known as DHR or GLGF)
46980,Transcript_10800,"""Pfam:PF13833.2""",EF-hand_8,EF-hand domain pair
46985,Transcript_10802,"""Pfam:PF03407.12""",Nucleotid_trans,Nucleotide-diphospho-sugar transferase
46993,Transcript_10803,"""Pfam:PF01167.14""",Tub,Tub family
46995,Transcript_10805,"""Pfam:PF00385.20""",Chromo,Chromo (CHRromatin Organisation MOdifier) domain
46998,Transcript_10810,"""Pfam:PF00702.22""",Hydrolase,haloacid dehalogenase-like hydrolase
47000,Transcript_10811,"""Pfam:PF00046.25""",Homeobox,Homeobox domain
47001,Transcript_10812,"""Pfam:PF00466.16""",Ribosomal_L10,Ribosomal protein L10
47003,Transcript_10815,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
47005,Transcript_10816,"""Pfam:PF00962.18""",A_deaminase,Adenosine/AMP deaminase
47007,Transcript_10819,"""Pfam:PF02055.12""",Glyco_hydro_30,O-Glycosyl hydrolase family 30
47013,Transcript_10822,"""Pfam:PF00627.27""",UBA,UBA/TS-N domain
47017,Transcript_10826,"""Pfam:PF03030.12""",H_PPase,Inorganic H+ pyrophosphatase
47018,Transcript_10827,"""Pfam:PF03030.12""",H_PPase,Inorganic H+ pyrophosphatase
47027,Transcript_10829,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
25721,Transcript_1083,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47028,Transcript_10831,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
47030,Transcript_10834,"""Pfam:PF08241.8""",Methyltransf_11,Methyltransferase domain
47033,Transcript_10837,"""Pfam:PF00013.25""",KH_1,KH domain
47035,Transcript_10838,"""Pfam:PF13414.2""",TPR_11,TPR repeat
47041,Transcript_10839,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
25723,Transcript_1084,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
47046,Transcript_10840,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
47050,Transcript_10842,"""Pfam:PF04013.8""",Methyltrn_RNA_2,Putative SAM-dependent RNA methyltransferase
47059,Transcript_10844,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47096,Transcript_10845,"""Pfam:PF12895.3""",ANAPC3,"Anaphase-promoting complex, cyclosome, subunit 3"
47154,Transcript_10846,"""Pfam:PF00118.20""",Cpn60_TCP1,TCP-1/cpn60 chaperonin family
47156,Transcript_10847,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
47159,Transcript_10848,"""Pfam:PF09419.6""",PGP_phosphatase,Mitochondrial PGP phosphatase
47162,Transcript_10851,"""Pfam:PF09409.6""",PUB,PUB domain
47177,Transcript_10852,"""Pfam:PF13855.2""",LRR_8,Leucine rich repeat
47183,Transcript_10853,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
47184,Transcript_10854,"""Pfam:PF00574.19""",CLP_protease,Clp protease
47186,Transcript_10859,"""Pfam:PF00169.25""",PH,PH domain
47192,Transcript_10860,"""Pfam:PF10294.5""",Methyltransf_16,Lysine methyltransferase
47195,Transcript_10861,"""Pfam:PF03109.12""",ABC1,ABC1 family
47196,Transcript_10863,"""Pfam:PF01182.16""",Glucosamine_iso,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
47197,Transcript_10864,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
47205,Transcript_10866,"""Pfam:PF08583.6""",Cmc1,Cytochrome c oxidase biogenesis protein Cmc1 like
47216,Transcript_10869,"""Pfam:PF07162.7""",B9-C2,"Ciliary basal body-associated, B9 protein"
47219,Transcript_10871,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
47228,Transcript_10875,"""Pfam:PF05686.8""",Glyco_transf_90,Glycosyl transferase family 90
47229,Transcript_10877,"""Pfam:PF04900.8""",Fcf1,Fcf1
47230,Transcript_10882,"""Pfam:PF00046.25""",Homeobox,Homeobox domain
47231,Transcript_10885,"""Pfam:PF09335.7""",SNARE_assoc,SNARE associated Golgi protein
47232,Transcript_10888,"""Pfam:PF06858.10""",NOG1,Nucleolar GTP-binding protein 1 (NOG1)
47249,Transcript_10892,"""Pfam:PF16186.1""",Arm_3,Atypical Arm repeat
47263,Transcript_10893,"""Pfam:PF03407.12""",Nucleotid_trans,Nucleotide-diphospho-sugar transferase
47264,Transcript_10894,"""Pfam:PF03407.12""",Nucleotid_trans,Nucleotide-diphospho-sugar transferase
47270,Transcript_10899,"""Pfam:PF13041.2""",PPR_2,PPR repeat family
24095,Transcript_109,"""Pfam:PF04695.9""",Pex14_N,Peroxisomal membrane anchor protein (Pex14p) conserved region
25725,Transcript_1090,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
47299,Transcript_10900,"""Pfam:PF17102.1""",Stealth_CR3,"Stealth protein CR3, conserved region 3"
47300,Transcript_10904,"""Pfam:PF01786.13""",AOX,Alternative oxidase
47301,Transcript_10906,"""Pfam:PF02893.16""",GRAM,GRAM domain
47303,Transcript_10907,"""Pfam:PF16016.1""",DUF4782,Domain of unknown function (DUF4782)
47307,Transcript_10908,"""Pfam:PF02213.12""",GYF,GYF domain
47308,Transcript_10909,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
47321,Transcript_10911,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
47325,Transcript_10912,"""Pfam:PF12612.4""",TFCD_C,Tubulin folding cofactor D C terminal
47326,Transcript_10913,"""Pfam:PF02182.13""",SAD_SRA,SAD/SRA domain
47328,Transcript_10916,"""Pfam:PF13833.2""",EF-hand_8,EF-hand domain pair
47329,Transcript_10918,"""Pfam:PF00443.25""",UCH,Ubiquitin carboxyl-terminal hydrolase
47332,Transcript_10921,"""Pfam:PF11977.4""",RNase_Zc3h12a,Zc3h12a-like Ribonuclease NYN domain
47333,Transcript_10922,"""Pfam:PF01331.15""",mRNA_cap_enzyme,"mRNA capping enzyme, catalytic domain"
47335,Transcript_10923,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47339,Transcript_10935,"""Pfam:PF13414.2""",TPR_11,TPR repeat
47350,Transcript_10936,"""Pfam:PF00107.22""",ADH_zinc_N,Zinc-binding dehydrogenase
47352,Transcript_10937,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
47353,Transcript_10941,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
47355,Transcript_10942,"""Pfam:PF00387.15""",PI-PLC-Y,"Phosphatidylinositol-specific phospholipase C, Y domain"
47356,Transcript_10943,"""Pfam:PF01925.15""",TauE,Sulfite exporter TauE/SafE
47357,Transcript_10944,"""Pfam:PF04399.9""",Glutaredoxin2_C,"Glutaredoxin 2, C terminal domain"
25728,Transcript_1095,"""Pfam:PF01873.13""",eIF-5_eIF-2B,Domain found in IF2B/IF5
47360,Transcript_10952,"""Pfam:PF06325.9""",PrmA,Ribosomal protein L11 methyltransferase (PrmA)
47361,Transcript_10953,"""Pfam:PF10153.5""",DUF2361,Uncharacterised conserved protein (DUF2361)
47362,Transcript_10954,"""Pfam:PF00828.15""",Ribosomal_L18e,Ribosomal protein L18e/L15
47364,Transcript_10956,"""Pfam:PF00957.17""",Synaptobrevin,Synaptobrevin
47366,Transcript_10957,"""Pfam:PF00329.15""",Complex1_30kDa,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"
47368,Transcript_10958,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
47369,Transcript_10960,"""Pfam:PF08578.6""",DUF1765,Protein of unknown function (DUF1765)
47371,Transcript_10965,"""Pfam:PF06514.7""",PsbU,Photosystem II 12 kDa extrinsic protein (PsbU)
47374,Transcript_10970,"""Pfam:PF01222.13""",ERG4_ERG24,Ergosterol biosynthesis ERG4/ERG24 family
47376,Transcript_10971,"""Pfam:PF08423.7""",Rad51,Rad51
47378,Transcript_10975,"""Pfam:PF00999.17""",Na_H_Exchanger,Sodium/hydrogen exchanger family
47381,Transcript_10976,"""Pfam:PF07162.7""",B9-C2,"Ciliary basal body-associated, B9 protein"
47382,Transcript_10977,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47388,Transcript_10978,"""Pfam:PF03644.9""",Glyco_hydro_85,Glycosyl hydrolase family 85
47389,Transcript_10984,"""Pfam:PF02204.14""",VPS9,Vacuolar sorting protein 9 (VPS9) domain
47394,Transcript_10988,"""Pfam:PF13229.2""",Beta_helix,Right handed beta helix region
47399,Transcript_10990,"""Pfam:PF00498.22""",FHA,FHA domain
47400,Transcript_10995,"""Pfam:PF07691.8""",PA14,PA14 domain
47404,Transcript_10999,"""Pfam:PF00160.17""",Pro_isomerase,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
47405,Transcript_11000,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
47408,Transcript_11001,"""Pfam:PF04564.11""",U-box,U-box domain
25731,Transcript_1101,"""Pfam:PF08393.9""",DHC_N2,"Dynein heavy chain, N-terminal region 2"
47425,Transcript_11010,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
47427,Transcript_11012,"""Pfam:PF11913.4""",DUF3431,Protein of unknown function (DUF3431)
47450,Transcript_11013,"""Pfam:PF01363.17""",FYVE,FYVE zinc finger
47451,Transcript_11014,"""Pfam:PF00919.16""",UPF0004,Uncharacterized protein family UPF0004
47456,Transcript_11016,"""Pfam:PF00487.20""",FA_desaturase,Fatty acid desaturase
47458,Transcript_11018,"""Pfam:PF04488.11""",Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif
47459,Transcript_11021,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
47461,Transcript_11025,"""Pfam:PF00856.24""",SET,SET domain
47464,Transcript_11027,"""Pfam:PF00687.17""",Ribosomal_L1,Ribosomal protein L1p/L10e family
47466,Transcript_11028,"""Pfam:PF01988.15""",VIT1,VIT family
47468,Transcript_11029,"""Pfam:PF04934.10""",Med6,MED6 mediator sub complex component
25732,Transcript_1103,"""Pfam:PF15227.2""",zf-C3HC4_4,"zinc finger of C3HC4-type, RING"
47479,Transcript_11030,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
47486,Transcript_11032,"""Pfam:PF03399.12""",SAC3_GANP,SAC3/GANP/Nin1/mts3/eIF-3 p25 family
47487,Transcript_11034,"""Pfam:PF10294.5""",Methyltransf_16,Lysine methyltransferase
47488,Transcript_11035,"""Pfam:PF01602.16""",Adaptin_N,Adaptin N terminal region
47492,Transcript_11038,"""Pfam:PF03099.15""",BPL_LplA_LipB,Biotin/lipoate A/B protein ligase family
47493,Transcript_11042,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
47495,Transcript_11043,"""Pfam:PF00588.15""",SpoU_methylase,SpoU rRNA Methylase family
47496,Transcript_11045,"""Pfam:PF00145.13""",DNA_methylase,C-5 cytosine-specific DNA methylase
47497,Transcript_11048,"""Pfam:PF00588.15""",SpoU_methylase,SpoU rRNA Methylase family
47499,Transcript_11049,"""Pfam:PF00107.22""",ADH_zinc_N,Zinc-binding dehydrogenase
47504,Transcript_11050,"""Pfam:PF00152.16""",tRNA-synt_2,"tRNA synthetases class II (D, K and N)"
47505,Transcript_11056,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
47508,Transcript_11059,"""Pfam:PF01459.18""",Porin_3,Eukaryotic porin
25737,Transcript_1106,"""Pfam:PF02171.13""",Piwi,Piwi domain
47509,Transcript_11061,"""Pfam:PF08122.8""",NDUF_B12,NADH-ubiquinone oxidoreductase B12 subunit family
47526,Transcript_11064,"""Pfam:PF01412.14""",ArfGap,Putative GTPase activating protein for Arf
47527,Transcript_11065,"""Pfam:PF02204.14""",VPS9,Vacuolar sorting protein 9 (VPS9) domain
47529,Transcript_11067,"""Pfam:PF00454.23""",PI3_PI4_kinase,Phosphatidylinositol 3- and 4-kinase
47530,Transcript_11069,"""Pfam:PF04117.8""",Mpv17_PMP22,Mpv17 / PMP22 family
47531,Transcript_11070,"""Pfam:PF00454.23""",PI3_PI4_kinase,Phosphatidylinositol 3- and 4-kinase
47535,Transcript_11076,"""Pfam:PF03055.11""",RPE65,Retinal pigment epithelial membrane protein
47536,Transcript_11079,"""Pfam:PF03200.12""",Glyco_hydro_63,Glycosyl hydrolase family 63 C-terminal domain
47538,Transcript_11082,"""Pfam:PF09816.5""",EAF,RNA polymerase II transcription elongation factor
47539,Transcript_11086,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
47540,Transcript_11089,"""Pfam:PF01370.17""",Epimerase,NAD dependent epimerase/dehydratase family
47542,Transcript_11090,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
47543,Transcript_11091,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47545,Transcript_11092,"""Pfam:PF13920.2""",zf-C3HC4_3,"Zinc finger, C3HC4 type (RING finger)"
47548,Transcript_11093,"""Pfam:PF05631.10""",MFS_5,"Sugar-tranasporters, 12 TM"
47554,Transcript_11094,"""Pfam:PF02077.11""",SURF4,SURF4 family
47556,Transcript_11096,"""Pfam:PF10502.5""",Peptidase_S26,"Signal peptidase, peptidase S26"
47557,Transcript_11097,"""Pfam:PF14791.2""",DNA_pol_B_thumb,DNA polymerase beta thumb
24096,Transcript_111,"""Pfam:PF10237.5""",N6-adenineMlase,Probable N6-adenine methyltransferase
47558,Transcript_11102,"""Pfam:PF13417.2""",GST_N_3,"Glutathione S-transferase, N-terminal domain"
47559,Transcript_11103,"""Pfam:PF03853.11""",YjeF_N,YjeF-related protein N-terminus
47560,Transcript_11106,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
47574,Transcript_11108,"""Pfam:PF13414.2""",TPR_11,TPR repeat
47690,Transcript_11109,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
47713,Transcript_11111,"""Pfam:PF00179.22""",UQ_con,Ubiquitin-conjugating enzyme
47714,Transcript_11113,"""Pfam:PF06485.7""",DUF1092,Protein of unknown function (DUF1092)
47715,Transcript_11116,"""Pfam:PF00852.15""",Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term
47717,Transcript_11118,"""Pfam:PF12774.3""",AAA_6,Hydrolytic ATP binding site of dynein motor region D1
47728,Transcript_11123,"""Pfam:PF08007.8""",Cupin_4,Cupin superfamily protein
47733,Transcript_11124,"""Pfam:PF05577.8""",Peptidase_S28,Serine carboxypeptidase S28
47734,Transcript_11125,"""Pfam:PF13847.2""",Methyltransf_31,Methyltransferase domain
47740,Transcript_11126,"""Pfam:PF00254.24""",FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase
47741,Transcript_11129,"""Pfam:PF07692.7""",Fea1,Low iron-inducible periplasmic protein
25738,Transcript_1113,"""Pfam:PF14580.2""",LRR_9,Leucine-rich repeat
47742,Transcript_11130,"""Pfam:PF02777.14""",Sod_Fe_C,"Iron/manganese superoxide dismutases, C-terminal domain"
47744,Transcript_11135,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
47745,Transcript_11137,"""Pfam:PF13414.2""",TPR_11,TPR repeat
25739,Transcript_1114,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
47848,Transcript_11140,"""Pfam:PF00722.17""",Glyco_hydro_16,Glycosyl hydrolases family 16
47849,Transcript_11141,"""Pfam:PF05990.8""",DUF900,Alpha/beta hydrolase of unknown function (DUF900)
47850,Transcript_11142,"""Pfam:PF03441.10""",FAD_binding_7,FAD binding domain of DNA photolyase
47854,Transcript_11146,"""Pfam:PF03133.11""",TTL,Tubulin-tyrosine ligase family
47855,Transcript_11149,"""Pfam:PF10609.5""",ParA,NUBPL iron-transfer P-loop NTPase
25740,Transcript_1115,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
47860,Transcript_11155,"""Pfam:PF00009.23""",GTP_EFTU,Elongation factor Tu GTP binding domain
47867,Transcript_11156,"""Pfam:PF01556.14""",DnaJ_C,DnaJ C terminal domain
47868,Transcript_11159,"""Pfam:PF04280.11""",Tim44,Tim44-like domain
47869,Transcript_11160,"""Pfam:PF01061.20""",ABC2_membrane,ABC-2 type transporter
47873,Transcript_11162,"""Pfam:PF00857.16""",Isochorismatase,Isochorismatase family
47880,Transcript_11164,"""Pfam:PF00083.20""",Sugar_tr,Sugar (and other) transporter
47883,Transcript_11165,"""Pfam:PF10184.5""",DUF2358,Uncharacterized conserved protein (DUF2358)
47884,Transcript_11166,"""Pfam:PF00202.17""",Aminotran_3,Aminotransferase class-III
47887,Transcript_11173,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
47897,Transcript_11175,"""Pfam:PF13405.2""",EF-hand_6,EF-hand domain
47906,Transcript_11176,"""Pfam:PF01512.13""",Complex1_51K,Respiratory-chain NADH dehydrogenase 51 Kd subunit
47909,Transcript_11177,"""Pfam:PF00319.14""",SRF-TF,SRF-type transcription factor (DNA-binding and dimerisation domain)
25742,Transcript_1118,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
47910,Transcript_11186,"""Pfam:PF01967.17""",MoaC,MoaC family
47917,Transcript_11188,"""Pfam:PF01497.14""",Peripla_BP_2,Periplasmic binding protein
47918,Transcript_11189,"""Pfam:PF13535.2""",ATP-grasp_4,ATP-grasp domain
47922,Transcript_11191,"""Pfam:PF00293.24""",NUDIX,NUDIX domain
47936,Transcript_11192,"""Pfam:PF13855.2""",LRR_8,Leucine rich repeat
47958,Transcript_11194,"""Pfam:PF08190.8""",PIH1,pre-RNA processing PIH1/Nop17
47959,Transcript_11195,"""Pfam:PF06762.10""",LMF1,Lipase maturation factor
24097,Transcript_112,"""Pfam:PF05050.8""",Methyltransf_21,Methyltransferase FkbM domain
25743,Transcript_1120,"""Pfam:PF06398.7""",Pex24p,Integral peroxisomal membrane peroxin
47961,Transcript_11203,"""Pfam:PF04142.11""",Nuc_sug_transp,Nucleotide-sugar transporter
47967,Transcript_11204,"""Pfam:PF03016.11""",Exostosin,Exostosin family
47968,Transcript_11205,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
47971,Transcript_11208,"""Pfam:PF03328.10""",HpcH_HpaI,HpcH/HpaI aldolase/citrate lyase family
47975,Transcript_11209,"""Pfam:PF04117.8""",Mpv17_PMP22,Mpv17 / PMP22 family
25744,Transcript_1121,"""Pfam:PF00106.21""",adh_short,short chain dehydrogenase
47976,Transcript_11212,"""Pfam:PF01248.22""",Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
47977,Transcript_11217,"""Pfam:PF00025.17""",Arf,ADP-ribosylation factor family
47979,Transcript_11219,"""Pfam:PF00072.20""",Response_reg,Response regulator receiver domain
47980,Transcript_11220,"""Pfam:PF14295.2""",PAN_4,PAN domain
47982,Transcript_11224,"""Pfam:PF12706.3""",Lactamase_B_2,Beta-lactamase superfamily domain
47984,Transcript_11231,"""Pfam:PF08241.8""",Methyltransf_11,Methyltransferase domain
47994,Transcript_11236,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
48007,Transcript_11242,"""Pfam:PF02594.12""",DUF167,"Uncharacterised ACR, YggU family COG1872"
48008,Transcript_11246,"""Pfam:PF00106.21""",adh_short,short chain dehydrogenase
48019,Transcript_11248,"""Pfam:PF12352.4""",V-SNARE_C,Snare region anchored in the vesicle membrane C-terminus
48023,Transcript_11249,"""Pfam:PF07992.10""",Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase
25750,Transcript_1125,"""Pfam:PF02883.16""",Alpha_adaptinC2,Adaptin C-terminal domain
48038,Transcript_11250,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
48039,Transcript_11251,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
48040,Transcript_11252,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
48041,Transcript_11253,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
48042,Transcript_11254,"""Pfam:PF00561.16""",Abhydrolase_1,alpha/beta hydrolase fold
48044,Transcript_11255,"""Pfam:PF00397.22""",WW,WW domain
48045,Transcript_11257,"""Pfam:PF03372.19""",Exo_endo_phos,Endonuclease/Exonuclease/phosphatase family
48046,Transcript_11258,"""Pfam:PF02152.14""",FolB,Dihydroneopterin aldolase
48047,Transcript_11259,"""Pfam:PF00856.24""",SET,SET domain
25752,Transcript_1126,"""Pfam:PF01019.17""",G_glu_transpept,Gamma-glutamyltranspeptidase
48054,Transcript_11264,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
48055,Transcript_11269,"""Pfam:PF00125.20""",Histone,Core histone H2A/H2B/H3/H4
48056,Transcript_11270,"""Pfam:PF16211.1""",Histone_H2A_C,C-terminus of histone H2A
